Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year,index
Kasi Yatra,"
","Santhoshi Productions
","
","
","(U) CBFC
","??.??.1983
",1983,2138
Kaksha Sadistha,"
","
","
","
","
","18 June 1983
",1983,2139
Kala Yamudu,"Nandham Harischandra Rao
","Sree Pallavi Films
","J. V. Raghavulu
","Mohan Babu, Sree Pallavi, Sarada, Jayamalini, Dr. M. Prabhakar Reddy, Giri Babu, etc
","
","13 October 1983
",1983,2140
Kaliyuga Dhaivam,"M. R. Raju
","Sri Raghavendra Art Creations
","Satyam
","Rama Krishna, Latha, Sarada, Sarath Babu, Kavitha, Allu Rama Lingaiah, Rama Prabha, Jeeva, Pandari Bai
","
","25 August 1983
",1983,2141
Kalyana Veena,"Giridhar
","Mallemala Creations
","Satyam
","Suman, Aruna,
","
","17 September 1983
",1983,2142
Kanne Donga,"Kalanilayam Krishna Kumar
","Almighty Films
",Ilaiyaraaja,Kamal Haasan,"(U) CBFC 16 March 1983
","3 June 1983
",1983,2143
Kanthaiyya Kanakaiyya,"
","
","
","
","
","9 July 1983
",1983,2144
Keerthi Kantha Kanakam,"
","
","
","
","
","9 April 1983
",1983,2145
Khaidi,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,,"28 October 1983
",1983,2146
Kirayi Bommalu,"Katikaneni Madhusudhana Rao
","Mayur Enterprises
","Pendyala
","Jayanthi, Prabha, Geetha, Suresh, Ramakrishna, Rallapalli, Jeeva, Pandari Bai, ","CBFC not found (NR)
","??.??.1983
",1983,2147
Kirayi Kotigadu,A. Kodandarami Reddy,"Ramprasad Art Pictures
",Chakravarthy,Krishna Ghattamaneni,,"17 March 1983
",1983,2148
Kirayi Rangadu,"R. Thyagarajan
","Ramana Art Films
","Shankar Ganesh & A. A. Raj
",Rajinikanth,"
","9 July 1983
",1983,2149
Kodalu Kaavaali,"Giridhar
","Gowri Art Creations
","Satyam
","Suman, Purnima, Nutan Prasad, Rupa Chakravarthy, Tyagaraju, Niramala,
","(U) CBFC
","10 March 1983
",1983,2150
Kokilamma,K. Balachander,Lakshmijyothii Films,M. S. Viswanathan,Saritha,"
","7 May 1983
",1983,2151
Konte Kodallu,"Kommineni
","PVS Films
","Chakravarthi
","Suryakantam, Gollapudi, Sudhakar, Bhanuchandar, Poornima, Tulasi
","
","9 December 1983
",1983,2152
Koti Kokkadu,Kommineni Seshagiri Rao,"Radha Krishna Movies
",Rajan-Nagendra,Krishnam Raju,"(U) CBFC 5 August 1983
","11 August 1983
",1983,2153
Kunkuma Tilakam,"B. Bhaskara Rao
","Sri Vigneswara Art Pictures
","Satyam
","Murali Mohan, Jaya Sudha, Hema Sundar, Suresh Oberoi, Ravi Kondala Rao, Pushpalatha, Suresh
","(U) CBFC
","28 January 1983
",1983,2154
Lanke Bindelu,Vijaya Nirmala,"Ranjit Creations
",Rajan-Nagendra,Krishna Ghattamaneni,(U),"10 November 1983
",1983,2155
M.L.A. Yedukondalu,"Dasari Narayana Rao
","
","Chakravarthy
","Dasari Narayana Rao, Jaya Sudha,  Sujatha,
","
","9 January 1983
",1983,2156
Maa Intaina Katha,"K. Phanindra
","Gopi Krishna Movie Creations
","Rajan-Nagendra
","Chandra Mohan, Sulakshana, Padmanabham,
","(A)
","4 March 1983
",1983,2157
Maa Inti Premayanam,"Aluri Ravi
","Chandramani Productions
",J. V. Raghavulu,Chandra Mohan,,"11 August 1983
",1983,2158
Maa Intiki Randi,"Kodi Ramakrishna
","Lalitha Kalanjali's
","J. V. Raghavulu
","Kodi Ramakrishna, Suhasin, Banuchandar, Aruna, Gollapudi, Rupa
","
","
",1983,2159
Maga Maharaju,Vijaya Bapineedu,,Chakravarthy,Chiranjeevi,,"
",1983,2160
Magallako Namaskaram,"
","
","
","
","
","
",1983,2161
Maharani,"K. S. Gopalakrishnan
","Sivachitra Movies
","Shankar Ganesh
","Jayachitra, Jai Ganesh, Vijaykumar, Satyaraj
","
","11 November 1983
",1983,2162
Manavulara Manninchandi,"
","
","
","
","
","
",1983,2163
Manishiki Maro Peru,Tatineni Prasad,"Sri Ranga Sai Pictures
",K. V. Mahadevan,Chandra Mohan,,"9 December 1983
",1983,2164
Manishiko Chartira,"Tatineni Prasad
","Bhargava Art Productions
","Chakravarthy
","Murali Mohan, Chandra Mohan, Poornima, Prabha, Suhasini, Gollapudi, Annapoorna, etc.
","
","7 January 1983
",1983,2165
Mantri Gari Viyyankudu,Bapu,,Ilaiyaraaja,Chiranjeevi,,"
",1983,2166
Maro Maya Bazaar,C. S. Rao,"United Art Movies
",Satyam,Chandra Mohan,,"14 April 1983
",1983,2167
Mayagadu,"B. L. V. Prasad
","Suman Creations
","Chakravarthy
","Mohan Babu, Purnima, Kavitha, Dr. M. Prabhakar
","
","30 July 1983
",1983,2168
Monagadu Vastunnadu Jagratha,A. Kodandarami Reddy,,Satyam,Krishna Gattamaneni,,"
",1983,2169
Moodu Mullu,"Jandyala
","
","Rajan - Nagendra
","Chandra Mohan, Raadhika, Geetha, Poornima, Dr. M. Prabhak-ar Reddy, Sutthi Janta
","
","
",1983,2170
Moogavadi Paga,"Boyina Subba Rao
","Madhu Art Pictures
","Satyam
","Mohan Babu, Kavitha,
","
","2 December 1983
",1983,2171
Muddula Mogudu,K. S. Prakash Rao,Mahija Films,S. Rajeswara Rao,Akkineni Nageswara Rao,"
","4 February 1983
",1983,2172
Muggurammayila Mogudu,"Relangi Narasimha Rao
","Nagarjuna Pictures
","Chakravarthy
","Chandra Mohan, Aruna, Sadhana, Vijji, Kaikala Satyanarayana, Ramana Murthy, Rallapalli, Sutthi Verabhadra Rao, bhaskar, Ravikant, Jhansi, Ramanna Pantulu, etc
","Comedy
","26 May 1983
",1983,2173
Mugguru Monagallu,Tatineni Rama Rao,"Lakshmi Productions
","Chakravarthy
",Sobhan Babu,"
","14 April 1983
",1983,2174
Mundadugu,K. Bapaiah,Suresh Productions,Chakravarthy,Krishna Ghattamaneni,"Social
","25 February 1983
",1983,2175
Navodayam,"P. Chandrashekar Reddy
","Chaitanya Art Pictures
","Chakravarthy
","Madhala Ranga Rao, Mucharla Aruna, Vijayashanthi, Kavitha, Rama Prabha, etc
","(A)
","7 January 1983
",1983,2176
Nelavanka,Jandhyala,,,Gummadi Venkateswara Rao,,"14 January 1983
",1983,2177
Neti Bharatam,T. Krishna,,Chakravarthy,Suman,,"
",1983,2178
Nijam Chebithe Nerama,"M. Balaiah
","Amruta Films
",M. S. Viswanathan,Krihnam Raju,"
","14 January 1983
",1983,2179
Oorantha Sankranthi,Dasari Narayana Rao,,,Akkineni Nageswara Rao,,"12 February 1983
",1983,2180
Padmavathi Kalyanam,"Vijayalakshmi Talkies (R)
","
","
","
","CBFC not found
","11 July 1983
",1983,2181
Palleturi Monagadu,"S. A. Chandrasekhar
","Rajyalakshmi Art Movies
","Chakravarthy
","Chiranjeevi, Raadhika, Gollapudi, R. Narayana Murthy, Sutthivelu
","(A)
","5 February 1983
",1983,2182
Palleturi Pidugu,"Boina Subba Rao
","Vijaya Lakshmi Movies
","Satyam
","Mohan Babu, Kaikala Satyanarayana, Kanta Rao, Tyagaraju, Kannada Prabhakar, Giri Babu, Kavitha, Pandari Bai, Kalpana Rai,
","(A)
","7 May 1983
",1983,2183
Pandanti Kapuraniki 12 Suthralu,"Raja Chandra
","Anantha Lakshmi International
",Satyam,Suman,,"19 August 1983
",1983,2184
Patnam Vachhina Pasipapa,"J. Mahendran
","Sri Gowri Lavanya Pictures
","Ilaiyaraaja
","Sarath Babu, Suhasini, Sumalatha, Baby Anju
","
","5 November 1983
",1983,2185
Pelli Chesi Choopistham,"N. A. Pendyala
","Sri Ramana Chitra
","Ramakrishna Raja
","Chandra Mohan, Vijaya Santhi, Chalam, Kaikala Satyanarayana, Allu Rama Lingaiah, Narayana Rao, Rajendra Prasad, Rama Prabha, Janaki,
","(U) Comedy, Family Drama
","22 July 1983
",1983,2186
Pelli Choopulu,"R. Narayana Murthy
",,K. V. Mahadevan,Chandra Mohan,,"
",1983,2187
Penki Ghatam,"N. C. Chakravarthi
","Nagamohini Enterprises
",Shyam,"Raadhika, Menaka, Mohan, Rajesh, Sachu, Venniradai, Y. G. Mahendra, Silk Smitha, etc
","(U) CBFC
","8 July 1983
",1983,2188
Pichi Pantuulu,Maganti Venkateswara Rao,"Jayabheri Art Movies
","Chakravarthy
",Murali Mohan,"Comedy
","
",1983,2189
Pidugu lanti Manishi,M. A. Thirumugham,"Janani Arts International
",M. S. Viswanathan,"Sivaji Ganesan, K. R. Vijaya, Geetha, Pushpalata
","(U) CBFC not found
","7 May 1983
",1983,2190
Police Police,"Y. V. Gopikrishnan
","J. K. Films
","M. S. Viswanathan, B. Gopalam
","Naresh Kumar, Silk Smitha, Sulakshana, Manorama etc
","(A)
","7 October 1983
",1983,2191
Police Venkataswamy,"Dasari Narayana Rao
","Tarakeswari Creations
","J. V. Raghavulu
","Jayamalini, Gummadi Venkateswara Rao, Dasari Naryana Rao, Allu Rama Lingaiah, Chalapathi Rao, Dr. M. Prabhakar Reddy, Mamatha, Ranisubha, Suresh, Nirmala, Balaji,
","(A)
","9 September 1983
",1983,2192
Poratam,Kodi Ramakrishna,S. R. Films,"Chakravarthi
",Krishna,,"9 December 1983
",1983,2193
Praja Rajyam,"M. Mallikarjuna Rao
","Ratna Movies
","J. V. Raghavulu
","Mada, Krishna, Jayaprada, Rao Gopala Rao, Dr. M. Prabhakara Reddy, Satya-narayana, Nutan Prasad
","
","29 September 1983
",1983,2194
Praja Shakthi,"Navatharam Unit
","Navatharam Pictures
","Chakravarthy
","Madhala Ranga Rao, P. J. Sarma, Narra Venkateswara Rao, Chalapathi Rao, Surekha, Prathibha
","(A)
","18 March 1983
",1983,2195
Pralaya Gharjana,"P. Chandrashekar Reddy
","Sri Vani Chandra Combines
","Raj - Koti
","Mohan Babu, Swapna, Kavitha, Geetha,  Vijaya Lalitha, Jeeva, Dr. M. Prabhakar Reddy, Sudhakar, Tyagaraju, Pandari Bai, Saradhi,
","(A)
","14 January 1983
",1983,2196
Prema Jwala,"P. V. Raju
","Bhimeswara Art Movies
","Chakravarthy
","Vijetha, Kamalakar, Nutan Prasad, Rajababu, Hema Sundhar, Gowri, Jhansi, etc
","(A) CBFC
","3 October 1983
",1983,2197
Prema Pichollu,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,"(A)
","14 January 1983
",1983,2198
Prema Sagaram,T. Rajendar,"Vijaya Adhitya Creations
",T. Rajendar,T. Rajendar,,"25 November 1983
",1983,2199
Prema Vijayam,"Nanduri Suribabu
","Palnadu Art Movies
","S. S Prakash
","Srikrishna, Devisri, Sivaram Singh, Swapnapriya, D. Nageswara Rao, Kanaka Prasad, Subba Rao, D.N. Chowdary
","
","3 October 1983
",1983,2200
Puli Bebbuli,K. S. R. Das,,Rajan-Nagendra,Chiranjeevi,,"
",1983,2201
Puli Debba,K. S. R. Das,"PNR Pictures
","Satyam
","Silk Smitha, Naresh, Sarath Babu, Kanta Rao, Hem Chandar, Swapna Priya
","(A)
","
",1983,2202
Raakasi Loya,"V. Vidyasagar Reddy
","Sri Amaleswari Films
","Satyam
","Rajesh, Naresh, Banuchander, Vijaya Santhi, ","(A)
","9 September 1983
",1983,2203
Raghu Ramudu,"Kommineni
","Saikrishna Enterprises
","Chakravarthi
",Sobhan Babu,"
","10 February 1983
",1983,2204
Rajakumar,"G. Ramineedu
","Srinath Movies
","Ilaiyaraaja
","Sobhan Babu, Jaya Sudha, Sridevi, Ambika, Rao Gopala Rao, Janaki,
","
","2 September 1983
",1983,2205
Raju Rani Jocky,Singeetham Srinivasa Rao,"Navatha Arts
","Rajan-Nagendra
","Chandra Mohan, Raadhika
","(A)
","14 April 1983
",1983,2206
Ramarajyamlo Bheemaraju,A. Kodandarami Reddy,"Sri Rajya Lakshmi Art Pictures
",Chakravarthi,Krishna Ghattamaneni,,"28 July 1983
",1983,2207
Ramudu Kadu Krishnudu,Dasari Narayana Rao,,,ANR,,"25 March 1983
",1983,2208
Rangula Kala,B. Narsing Rao,,B. Narsing Rao,"B. Narsing Rao, Sai Chand, Rupa, Gadhar",,"
",1983,2209
Rangula Puli,"Kodi Rama Krishna
","Viswa Chitra Combines
","Chakravarthi
","Mohan Babu, Sumalatha,
","(A)
","17 June 1983
",1983,2210
Rendu Jella Sita,Jandhyala,"Sri Bramarambika Films
",Ramesh Naidu,Naresh,,"31 March 1983
",1983,2211
Roshagadu,K. S. R. Das,"P. N. R. Pictures
",Satyam,Chiranjeevi,,"29 July 1983
",1983,2212
Rudrakali,"Dasari Narayan Rao
","Telugu Chitra Combines
",Satyam,"Chandra Mohan, Jaya Mala, Sarath Babu, Dr. M. Prabhakar Reddy, etc.
","
","19 November 1983
",1983,2213
Sagara Sangamam,K. Vishwanath,"Poornodaya Movie Creations
",Ilaiyaraaja,Kamal Hassan,,"3 June 1983
",1983,2214
Sangharshana,"K. Murali Mohana Rao
","Suresh Productions
","Chakravarthi
",Chiranjeevi,,"29 December 1983
",1983,2215
Shakthi,"K. Raghavendra Rao
","Gopi Movies
","Chakravarthi
","Krishna, Jaya Sudha, Radha
","
","2 September 1983
",1983,2216
Simham Navvindi,D. Yoganand,Ramakrishna Cine Studios,"Chakravarthi
",N. T. Rama Rao,"
","3 March 1983
",1983,2217
Simhamtho Chelagatam,"
","
","
","
","
","
",1983,2218
Simhapuri Simham,Kodi Ramakrishna,"Vijaya Sai Films
","J. V. Raghavulu
",Chiranjeevi,,"20 October 1983
",1983,2219
Siripuram Monagadu,K. S. R. Das,,Raj-Koti,Krishna Ghattamaneni,,"
",1983,2220
Sivudu Sivudu Sivudu,A. Kodandarami Reddy,"Kranthi Chitra
","Chakravathi
",Chiranjeevi,,"6 June 1983
",1983,2221
Sri Ranga Neethulu,A. Kodandarami Reddy,,Satyam,Akkineni Nageswara Rao,,"
",1983,2222
Subha Muhurtham,"
","
","
","
","
","
",1983,2223
Swarajyam,"Biram Masthan Rao
","Navatharam Pictures
","Chakravarthi
","Chakravarthy(Composer), Madhala Ranga Rao
","(A)
","5 August 1983
",1983,2224
Thodu Needa,"
","
","
","
","
","
",1983,2225
Triveni Sangamam,"Kommineni Krishnamurthy
","Pratap Art Productions
","J. V. Raghavulu
","Suman, Vanitasri, Sitara, Gollapudi
","
","12 November 1983
",1983,2226
Vetagadi Vijayam,"M. A. Thirumugam
","Mamata Chitra
","K. V. Mahadevan
","M. G. Rama Chandran, Savitri
","
","
",1983,2227
Vimukthi Kosam,"Udaya Kumar
","Praja Chitra Productions
","B. Gopalam
","Saichand, Kakarala, Phani,  Padma, Chalapathirao, Garagara Mitai Chitti, Jayamala
","(A)
","23 December 1983
",1983,2228
Aadadhi Visirina Savaal,"K. S. R. Das
","Raja Art Creations
","Chakravarthy
","Vijayalalitha, Murali Mohan, Vijayasanthi, Ramakrishna, Dr. M. Prabhakar Reddy
","(U) CBFC
","31 August 1983
",1984,2229
Abhimanyudu,Dasari Narayana Rao,,K. V. Mahadevan,Shoban Babu,,"
",1984,2230
Adarshavanthudu,"Kodi Ramakrishna
",,,Akkineni Nageswara Rao,,"
",1984,2231
Agni Gundam,"Kranthi Kumar
",,Chakravarthy,Chiranjeevi,,"
",1984,2232
Allullostunnaru,"K. Vasu
",,,Chandra Mohan,,"
",1984,2233
Ananda Bhairavi,Jandhyala,"
",Ramesh Naidu,Girish Karnad,"
","19 April 1984
",1984,2234
Anubandham,A. Kodandarami Reddy,,Chakravarthy,Akkineni Nageswara Rao,,"
",1984,2235
Bava Maradallu,A. Kodandarami Reddy,,Chakravarthy,Shoban Babu,,"
",1984,2236
Bhagyalakshmi,"Kommineni Seshagiri Rao
","Satyanarayana
","M. S. Viswanathan
","Murali Mohan, Saritha, Gollapudi (Dual Role), Kanta Rao, Nagesh, Krishnaveni, Anitha, Pushpakumari, Kakinada Syamala, Narayana Murthy
","
","16 June 1984
",1984,2237
Bobbili Brahmanna,K. Raghavendra Rao,,,Krishnam Raju,,"
",1984,2238
Challenge,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,"
",1984,2239
Devalayam,T. Krishna,,Chakravarthi,Shoban Babu,,"
",1984,2240
Devanthakudu,S. A. Chandrasekhar,,Chakravarthi,Chiranjeevi,,"
",1984,2241
Disco King,T. L. V. Prasad,,,Suman,,"
",1984,2242
Dongalu Baboi Dongalu,K. S. R. Das,,,Krishna,,"
",1984,2243
Goonda,A. Kodandarami Reddy,,Chakravarthi,Chiranjeevi,,"
",1984,2244
Gruhalakshmi,"B. Bhaskara Rao
",,Satyam,Mohan Babu,,"
",1984,2245
Hero,Vijaya Bapineedu,,Chakravarthi,Chiranjeevi,,"
",1984,2246
Illalu Priyuralu,A. Kodandarami Reddy,,,Sobhan Babu,,"
",1984,2247
Inti Guttu,"K. Bapaiah
",,Chakravarthi,Chiranjeevi,,"
",1984,2248
Jagan,Dasari Narayana Rao,,,Sobhan Babu,,"
",1984,2249
Janam Manam,"Mohan Das
","Navatharam Pictures
","Chakravarthi
","Madhala Ranga Rao, Gummadi, Prabha, Lakshmi Chitra,
","
","15 August 1984
",1984,2250
Janani Janmabhoomi,K. Vishwanath,,K. V. Mahadevan,Nandamuri Balakrishna,,"
",1984,2251
Justice Chakravarthy,Dasari Narayana Rao,,,ANR,,"
",1984,2252
Kanchana Ganga,"V. Madhusudhan Rao
",,Chakravarthi,Chandra Mohan,,"
",1984,2253
Kanchu Kagada,A. Kodandarami Reddy,"Ram Prasad Art Pictures
",Chakravarthi,Krishna,"Action, Romance
","28 September 1984
",1984,2254
Kathanayakudu,"K. Muralimohana Rao
",,Chakravarthi,Nandamuri Balakrishna,,"
",1984,2255
Koteeswarudu,Kommineni Seshagiri Rao,,,ANR,,"6 January 1984
",1984,2256
Kotha Dampathulu,"
","
","
","
","
","24 August 1984
",1984,2257
Kurra Cheshtalu,"
","
","
","
","
","26 July 1984
",1984,2258
Kurukshetramlo Sita,"B. V. Prasad
","
","Ramesh Naidu
","Mohan Babu, Murali Mo-han, Gollapudi, Ambika, Jayasudha, Raja Suloch-ana
","(A)
","22 June 1984
",1984,2259
Kutumba Gowaravam,"
","
","
","
","
","9 November 1984
",1984,2260
Mahanagaramlo Mayagadu,Vijaya Bapineedu,,Chakravarthy,Chiranjeevi,,"
",1984,2261
Manasa Veena,"Rama Arankanna
",,M. S. Viswanathan,Rajkumar,,"
",1984,2262
Mangammagari Manavadu,Kodi Ramakrishna,,K. V. Mahadevan,Nandamuri Balakrishna,,"
",1984,2263
Mayuri,Singeetham Srinivasa Rao,,S. P. Balasubrahmanyam,Sudha Chandran,,"
",1984,2264
Merupu Daadi,P. N. Ramachandra Rao,,,Suman,,"
",1984,2265
Naagu,Tatineni Prasad,,,Chiranjeevi,,"
",1984,2266
Nava Mohini,B. Vittalacharya,,Parthasarathy,Narasimha Raju,,"
",1984,2267
Nayakulaku Saval,K. S. R. Das,,,Krishna,Action,"
",1984,2268
Palnati Puli,Tatineni Prasad,,,Nandamuri Balakrishna,,"
",1984,2269
Rachayitri,"
","
","
","
","
","
",1984,2270
Raga Bandham,"
","
","
","
","
","
",1984,2271
Railu Dopidi,"K. S. Reddy
","
","Raja
","Prabha, Vijaya Lalitha, Bhanuchandar, Jayamali-ni,
","
","11 May 1984
",1984,2272
Rajahmundry Rome,"K. V. S. Prasad Reddy
","Jayavijay Enterprises
","Ilaiyaraja
","Raj Babu, Deepa, Devika, Sarath Babu
","Crime Thriller
","14 December 1984
",1984,2273
Raktha Sambandham,"Vijaya Nirmala
",,Chakravarthy,Krishna,,"
",1984,2274
Rana,Dasari Narayana Rao,,Chakravarthy,Shoban Babu,,"
",1984,2275
Raraju,"G. Rammohan Rao
",,,Krishnam Raju,,"
",1984,2276
Rojulu Marayi,"Satyanarayana Vejella
","
","Sivakrishna
","Sivakrishna, Gummadi Venkateswara Rao, Prabha, Rajyalakshmi, Rajeswari, Dr. Siva Prasad, Nutan Prasad, P. L. Narayana, Rajendra Prasad, Kiran Babu, Vallam Narasimha Rao, etc.
","
","12 May 1984
",1984,2277
Rowdy,"A. Mohan Gandhi
",,Chakravarthy,Krishnam Raju,,"
",1984,2278
Rustum,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,,"
",1984,2279
S. P. Bhayankar,V. B. Rajendra Prasad,,,ANR,,"
",1984,2280
Sahasame Jeevitham,"Bharathi, Vasu
",,,Nandamuri Balakrishna,,"
",1984,2281
Sampoorna Premayanam,N. B. Chakravarthy,"
","
",Sobhan Babu,"
","
",1984,2282
Sangeeta Samrat,Singeetham Srinivasa Rao,,,ANR,,"
",1984,2283
Seethamma Pelli,Bapu,,S. P. Balasubrahmanyam,Mohan Babu,,"
",1984,2284
Sitaara,Vamsy,,,Bhanupriya,Drama,"
",1984,2285
Srimadvirat Veerabrahmendra Swami Charitra,N. T. Rama Rao,,Ramesh Naidu,N. T. Rama Rao,,"
",1984,2286
Srivariki Premalekha,Jandhyala,,Ramesh Naidu,Naresh,,"
",1984,2287
Swathi,Kranthi Kumar,,,Suhasini,,"
",1984,2288
Tandava Krishnudu,P. Chandrasekhara Reddy,,,ANR,,"
",1984,2289
Vasantha Geetam,Singeetham Srinivasa Rao,,,ANR,,"
",1984,2290
Veerabhadrudu,"Pinisetti Ravi Raja
","J. K. Films
","Ilaiyaraaja
","Madhala Ranga Rao, Murali, Vijayasanthi, Narra, Jyothi
","
","9 March 1984
",1984,2291
Yuddham,Dasari Narayana Rao,,Chakravarthy,Krishna,,"
",1984,2292
Aadi Dampatulu,"Dasari Narayana Rao
",,,Akkineni Nageswara Rao,,,1986,2293
Aalapana,Vamsy,,Ilaiyaraaja,Mohan,,,1986,2294
Anasuyamma Gari Alludu,"A. Kodandarami Reddy
",,,Nandamuri Balakrishna,,,1986,2295
Apoorva Sahodarulu,K. Raghavendra Rao,,Chakravarthy,Balakrishna,,,1986,2296
Aranyakanda,Kranthi Kumar,,,Akkineni Nagarjuna,,,1986,2297
Brahma Rudrulu,K. Murali Mohan Rao,,,Akkineni Nageswara Rao,,,1986,2298
Brahmastram,G. Ram Mohan Rao,,,Krishna,,,1986,2299
Captain Nagarjun,"V. B. Rajendra Prasad
",,Ramesh Naidu,Akkineni Nagarjuna,,,1986,2300
Chadastapu Mogudu,"Sharath
",,Chakravarthy,Suman,,,1986,2301
Chanakya Shapadham,K. Raghavendra Rao,,Chakravarthy,Chiranjeevi,,,1986,2302
Chantabbai,Jandhyala,,Chakravarthy,Chiranjeevi,,,1986,2303
Deshoddharakudu,"S. S. Ravichandra
",,Chakravarthy,Balakrishna,,,1986,2304
Dhairyavanthudu,Lakshmi Deepak,,,Chiranjeevi,,,1986,2305
Driver Babu,"
",,,,,,1986,2306
Ide Naa Samadhanam,"Rajachandra
",,Chakravarthy,Murali Mohan,,,1986,2307
Jailu Pakshi,Kodi Ramakrishna,,,Sobhan Babu,,,1986,2308
Jayam Manade,"K. Bapaiah
",,Vandemataram Srinivas,Krishna Ghattamaneni,,,1986,2309
Jeevana Poratam,"Rajachandra
",,Chakravarthy,Shoban Babu,,,1986,2310
Kaliyuga Krishnudu,K. Murali Mohana Rao,,,Nandamuri Balakrishna,,,1986,2311
Kaliyuga Pandavulu,K. Raghavendra Rao,,Chakravarthy,Daggubati Venkatesh,,,1986,2312
Karu Diddina Kapuram,D. V. Narasa Raju,,,Nutan Prasad,,,1986,2313
Kashmora,"N. B. Chakravarthi
",,Chakravarthy,Rajendra Prasad,,,1986,2314
Khaidi Rudraiah,A. Kodandarami Reddy,,Chakravarthy,Krishna Ghattamaneni,,,1986,2315
Kirathakudu,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,,1986,2316
Kondaveeti Raja,K. Raghavendra Rao,,Chakravarthy,Chiranjeevi,,,1986,2317
Krishna Garadi,,,"
",,,,1986,2318
Ladies Tailor,"Vamsee
",,Ilaiyaraaja,Rajendra Prasad,,,1986,2319
Magadheerudu,"Vijay Bapineedu
",,Chakravarthy,Chiranjeevi,,,1986,2320
Mannemlo Monagadu,Kodi Ramakrishna,,K. V. Mahadevan,Arjun,,,1986,2321
Muddula Krishnaiah,Kodi Ramakrishna,,,Nandamuri Balakrishna,,,1986,2322
Naanum Oru Thozhilali,C. V. Sridhar,,,Kamal Haasan,,,1986,2323
Nippulanti Manishi,"S. B. Chakravarthi
",,Chakravarthy,Nandamuri Balakrishna,,,1986,2324
Padaharella Ammayi,P. S. Krishna Mohan Reddy,,,Rajendra Prasad,,,1986,2325
Padamati Sandhya Ragam,Jandhyala,,S. P. Balasubrahmanyam,Vijayashanti,,,1986,2326
Papikondalu,"G. Krishnamurthy
","Amara Pictures
","Chakravarthy
","Mohan Babu, Vanithasri,  Dr. M. Prabhakara Reddy, Giri Babu, ","
",03.10.1986,1986,2327
Pavitra,"Vinay
",,,Rajendra Prasad,,,1986,2328
Prathibhavanthudu,"Prabhakara Reddy
",,,Krishna Ghattamaneni,,,1986,2329
Prathigatana,T. Krishna,,Chakravarthy,Chandra Mohan,,,1986,2330
Punyasthree,Ravi Raja Pinisetty,,,Rajendra Prasad,,,1986,2331
Rakshasudu,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,,1986,2332
Ravana Brahma,K. Raghavendra Rao,,,Krishnam Raju,,,1986,2333
Rendu Rellu Aaru,Jandhyala,,Rajan-Nagendra,Chandra Mohan,,,1986,2334
Repati Pourulu,T. Krishna,,Chakravarthy,Rajasekhar,,,1986,2335
Sakkanodu,"V. Bhaskar Rao
",,K. V. Mahadevan,Shoban Babu,,,1986,2336
Santhi Nivasam,"Gullapalli Ram Mohana Rao
",,,Krishna Ghattamaneni,,,1986,2337
Seetharama Kalyanam,Jandhyala,,K. V. Mahadevan,Nandamuri Balakrishna,,,1986,2338
Simhasanam,Krishna Ghattamaneni,,Bappi Lahiri,Krishna Ghattamaneni,,,1986,2339
Sirivennela,K. Vishwanath,,K. V. Mahadevan,"Banerjee, ",,,1986,2340
Srimathi Oka Bahumathi,Visu,,Sankar Ganesh,Naresh,,,1986,2341
Srinivasa Kalyanam,Kodi Ramakrishna,,K. V. Mahadevan,Daggubati Venkatesh,,,1986,2342
Swathi Muthyam,K. Vishwanath,,Ilaiyaraaja,"Kamal Hasan, ",,,1986,2343
Sri Shirdi Saibaba Mahathyam,"K. Vasu
",,Ilaiyaraaja,"Vijaya Chander, ",,,1986,2344
Tandra Paparayudu,Dasari Narayana Rao,,,Krishnam Raju,,,1986,2345
Ugra Narasimham,Dasari Narayana Rao,,,Krishnam Raju,,,1986,2346
Veta,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,,,1986,2347
Vikram,"Madhusudhan Rao
",,Chakravarthy,Akkineni Nagarjuna,,,1986,2348
